Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised (Millions),Stage,Date_Added,Country,List_of_Employees_Laid_Off,Sum of Employees,Average # of Employees Laid Off,Average Layoff %,Total Funds Raised,Average Funds Raised,,
Astra,SF Bay Area,Aerospace,40,25%,4/5/2020,https://www.cnbc.com/2020/04/05/rocket-startup-astra-trims-staff-to-survive-pandemic-until-next-year.html,100.00,Unknown,4/5/2020 17:55,United States,Unknown,,,,,,,
Iflix,Kuala Lumpur,Consumer,50,12%,4/4/2020,https://technode.global/2020/04/07/iflix-job-cuts-coronavirus/,348.00,Unknown,6/11/2020 23:20,Malaysia,Unknown,,,,,,,
Gympass,Sao Paulo,Fitness,467,33%,4/3/2020,https://forbes.com.br/negocios/2020/04/exclusivo-gympass-desliga-um-terco-dos-colaboradores/,300.00,Series D,4/5/2020 21:25,Brazil,Unknown,,,,,,,
Sojern,SF Bay Area,Marketing,300,50%,4/3/2020,https://www.adweek.com/programmatic/sojern-lays-off-50-of-staff-as-coronavirus-cuts-through-the-travel-industry/,162.00,Series D,4/3/2020 22:12,United States,Unknown,,,,,,,
MaxMilhas,Belo Horizonte,Travel,167,42%,4/3/2020,https://revistapegn.globo.com/Startups/noticia/2020/04/por-novo-coronavirus-startups-gympass-e-maxmilhas-cortam-equipes.html,,Unknown,4/6/2020 5:08,Brazil,Unknown,,,,,,,
Minted,SF Bay Area,Retail,147,37%,4/3/2020,https://www.theinformation.com/briefings/d4f745,297.00,Series E,4/5/2020 17:53,United States,Unknown,,,,,,,
Traveloka,Jakarta,Travel,100,10%,4/3/2020,https://asia.nikkei.com/Business/Startups/Coronavirus-drives-Indonesia-s-Traveloka-to-lay-off-staff,,Unknown,4/7/2020 14:51,Indonesia,Unknown,,,,,,,
Arrive Logistics,Austin,Logistics,75,7%,4/3/2020,https://www.freightwaves.com/news/citing-coronavirus-arrive-logistics-cuts-10-of-workforce,35.00,Series B,4/5/2020 4:41,United States,Unknown,,,,,,,
Salsify,Boston,Retail,60,13%,4/3/2020,https://www.americaninno.com/boston/inno-news-boston/salsify-lays-off-60-cuts-executive-pay-amid-coronavirus-driven-uncertainty/,97.00,Series D,4/4/2020 2:02,United States,Unknown,,,,,,,
Jetty,New York City,Finance,35,40%,4/3/2020,https://layoffs.fyi/2020/04/17/jetty-laid-off-40-of-staff-after-pausing-sales-of-new-insurance-policies/,40.00,Series B,4/6/2020 21:21,United States,Unknown,,,,,,,
D2iQ,SF Bay Area,Infrastructure,34,13%,4/3/2020,https://www.businessinsider.com/d2iq-mesosphere-layoffs-34-coronavirus-crisis-2020-4,247.00,Series D,4/22/2020 23:02,United States,Unknown,,,,,,,
Bustle Digital Group,New York City,Media,24,8%,4/3/2020,https://digiday.com/media/bustle-digital-group-g-o-media-announce-layoffs-and-cost-saving-measures/,80.00,Series E,4/3/2020 21:51,United States,Unknown,,,,,,,
Opencare,Toronto,Healthcare,18,25%,4/3/2020,https://betakit.com/opencare-lays-off-one-quarter-of-staff-as-it-prepares-to-weather-the-storm-of-covid-19/,24.00,Series A,4/4/2020 4:32,Canada,Unknown,,,,,,,
G/O Media Group,New York City,Media,14,5%,4/3/2020,https://digiday.com/media/bustle-digital-group-g-o-media-announce-layoffs-and-cost-saving-measures/,,Unknown,4/8/2020 4:48,United States,Unknown,,,,,,,
Tripbam,Dallas,Travel,10,25%,4/3/2020,https://www.bizjournals.com/dallas/news/2020/04/03/more-travel-tech-companies-reduce-salaries-cut.html,,Unknown,4/4/2020 4:37,United States,Unknown,,,,,,,
Avantage Entertainment,Minneapolis,Media,5,20%,4/3/2020,https://www.bizjournals.com/twincities/news/2020/04/03/minnesota-tech-firms-used-to-growth-slam-on-hiring.html,,Unknown,4/4/2020 4:45,United States,Unknown,,,,,,,
MindBody,San Luis Obispo,Fitness,700,35%,4/2/2020,https://www.sanluisobispo.com/news/business/article241730706.html,114.00,IPO,4/2/2020 22:47,United States,Unknown,,,,,,,
Katerra,SF Bay Area,Construction,240,3%,4/2/2020,https://www.constructiondive.com/news/katerra-ceos-salary-cut-to-0-amid-layoffs-operation-shutdowns/575460/,1200.00,Series D,4/4/2020 16:11,United States,Unknown,,,,,,,
Ritual,Toronto,Food,196,54%,4/2/2020,https://layoffs.fyi/2020/04/02/ritual-lays-off-196-employees-due-to-covid-19-impact-on-restaurants/,112.00,Series C,4/2/2020 17:07,Canada,Unknown,,,,,,,
ClassPass,New York City,Fitness,154,22%,4/2/2020,https://layoffs.fyi/2020/04/03/classpass-laid-off-or-furloughed-half-its-staff/,549.00,Series E,4/2/2020 22:29,United States,Unknown,,,,,,,
eGym,Munich,Fitness,100,25%,4/2/2020,https://www.tz.de/muenchen/stadt/muenchen-ort29098/corona-muenchen-kuendigung-video-videocall-start-up-mitarbeiter-erklaerung-firma-13637702.html,109.00,Series D,4/20/2020 14:43,Germany,Unknown,,,,,,,
Industrious,New York City,Real Estate,90,20%,4/2/2020,https://commercialobserver.com/2020/04/industrious-cuts-a-third-of-its-workforce/,222.00,Series D,4/3/2020 14:21,United States,Unknown,,,,,,,
1stdibs,New York City,Retail,70,17%,4/2/2020,https://twitter.com/eringriffith/status/1246147841350762497,253.00,Series D,4/8/2020 5:51,United States,Unknown,,,,,,,
ThirdLove,SF Bay Area,Retail,65,30%,4/2/2020,https://www.businessinsider.com/victorias-secret-challenger-thirdlove-sees-layoffs-due-to-coronavirus-2020-4,68.00,Series B,4/2/2020 22:24,United States,Unknown,,,,,,,
The Predictive Index,Boston,HR,59,25%,4/2/2020,https://layoffs.fyi/2020/04/06/the-predictive-index-lays-off-59-employees,65.00,Acquired,4/3/2020 21:49,United States,Unknown,,,,,,,
Jobcase,Boston,Recruiting,39,20%,4/2/2020,LinkedIn,118.00,Private Equity,4/2/2020 17:11,United States,Unknown,,,,,,,
Dynamic Signal,SF Bay Area,HR,35,19%,4/2/2020,LinkedIn,114.00,Series E,4/10/2020 4:21,United States,Unknown,,,,,,,
Sauce Labs,SF Bay Area,Infrastructure,30,15%,4/2/2020,LinkedIn,151.00,Unknown,4/14/2020 21:56,United States,Unknown,,,,,,,
TripleLift,New York City,Marketing,23,7%,4/2/2020,https://www.adweek.com/programmatic/triplelift-confirms-staff-salary-cuts-amid-wave-of-industry-austerity/,16.00,Series B,4/10/2020 21:09,United States,Unknown,,,,,,,
Coding Dojo,Seattle,Education,7,7%,4/2/2020,https://www.geekwire.com/2020/engineering-bootcamp-coding-dojo-cuts-jobs-launches-volunteer-program-help-small-businesses/,2.00,Unknown,4/12/2020 21:17,United States,Unknown,,,,,,,
Instamojo,Bengaluru,Finance,6,6%,4/2/2020,https://www.business-standard.com/article/companies/covid-19-crisis-consumer-internet-start-ups-brace-for-salary-cuts-layoffs-120040101707_1.html,8.00,Unknown,4/12/2020 5:58,India,Unknown,,,,,,,
Synergysuite,Salt Lake City,Food,5,7%,4/2/2020,https://www.linkedin.com/feed/update/urn:li:activity:6651167936918753280?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6651167936918753280%2C6651190820756172801%29,6.00,Series A,4/3/2020 13:29,United States,Unknown,,,,,,,
Flymya,Yangon,Travel,200,33%,4/1/2020,https://www.techinasia.com/myanmar-travel-startup-lays-staff-bookings-drop,,Unknown,5/6/2020 3:47,Myanmar,Unknown,,,,,,,
PatientPop,Los Angeles,Healthcare,100,20%,4/1/2020,LinkedIn,75.00,Series B,4/1/2020 21:43,United States,Unknown,,,,,,,
Showpad,Chicago,Marketing,52,12%,4/1/2020,https://www.americaninno.com/chicago/inno-news-chicago/showpad-lays-off-52-employees-globally-18-in-chicago/,159.00,Series D,4/1/2020 21:33,United States,Unknown,,,,,,,
Highsnobiety,Berlin,Media,51,25%,4/1/2020,https://digiday.com/media/highsnobiety-closes-commerce-cuts-25-of-staff/,8.50,Series A,4/8/2020 4:49,Germany,Unknown,,,,,,,
Earnin,SF Bay Area,Finance,50,20%,4/1/2020,LinkedIn,190.00,Series C,4/3/2020 13:56,United States,Unknown,,,,,,,
Wonolo,SF Bay Area,Recruiting,46,13%,4/1/2020,https://www.bizjournals.com/sanfrancisco/news/2020/04/01/wonolo-cuts-workforce-amid-covid-19-outbreak.html,52.00,Series C,3/28/2020 20:52,United States,Unknown,,,,,,,
Acko,Mumbai,Finance,45,9%,4/1/2020,https://entrackr.com/2020/04/exclusive-acko-insurance-layoff/,143.00,Unknown,4/8/2020 5:56,India,Unknown,,,,,,,
Moovel,Portland,Transportation,28,37%,4/1/2020,https://www.oregonlive.com/silicon-forest/2020/04/transit-tech-company-moovel-says-second-round-of-portland-layoffs-will-reduce-staff-nearly-40.html,,Unknown,4/2/2020 22:08,United States,Unknown,,,,,,,
Aqua Security,Tel Aviv,Security,24,9%,4/1/2020,https://www.bizjournals.com/boston/news/2020/04/02/cybersecurity-company-lays-off-workers-via-zoom.html,100.00,Series C,4/4/2020 2:15,Israel,Unknown,,,,,,,
Crayon,Boston,Marketing,20,20%,4/1/2020,LinkedIn,16.00,Series A,4/7/2020 13:57,United States,Unknown,,,,,,,
Sensibill,Toronto,Finance,17,20%,4/1/2020,https://betakit.com/following-layoffs-sensibill-secures-5-million-in-debt-financing/,50.00,Series B,5/22/2020 23:39,Canada,Unknown,,,,,,,
Usermind,Seattle,Marketing,15,25%,4/1/2020,https://www.geekwire.com/2020/seattle-marketing-software-startup-usermind-lays-off-15-employees/,46.00,Series C,4/2/2020 4:01,United States,Unknown,,,,,,,
Incredible Health,SF Bay Area,Healthcare,9,40%,4/1/2020,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,15.00,Series A,4/7/2020 14:18,United States,Unknown,,,,,,,
KeepTruckin,SF Bay Area,Logistics,349,18%,3/31/2020,https://layoffs.fyi/2020/03/31/keeptruckin-lays-off-another-149-employees-one-month-after-previous-layoff/,227.00,Series D,4/1/2020 4:11,United States,Unknown,,,,,,,
AdRoll,Salt Lake City,Marketing,210,30%,3/31/2020,https://www.adexchanger.com/online-advertising/nextroll-lays-off-30-institutes-20-paycuts/,89.00,Series C,4/1/2020 5:33,United States,Unknown,,,,,,,
Rover,Seattle,Consumer,194,41%,3/31/2020,https://www.geekwire.com/2020/pet-care-startup-rover-lays-off-41-workforce-194-employees-due-covid-19-impact/,310.00,Series G,3/31/2020 20:59,United States,Unknown,,,,,,,
Turo,SF Bay Area,Transportation,108,30%,3/31/2020,https://layoffs.fyi/2020/04/21/turo-laid-off-108-employees/,467.00,Series E,4/1/2020 5:44,United States,Unknown,,,,,,,
uShip,Austin,Logistics,65,37%,3/31/2020,https://www.bizjournals.com/austin/news/2020/03/31/austin-layoffs-rounded-up-incredibly-talented.html,69.00,Series D,4/1/2020 0:51,United States,Unknown,,,,,,,
SkySlope,Sacramento,Real Estate,50,25%,3/31/2020,https://www.bizjournals.com/sacramento/news/2020/04/03/skyslope-said-to-cut-sacramento-staff-as-housing.html,,Acquired,5/14/2020 0:15,United States,Unknown,,,,,,,
Zenoti,Seattle,Fitness,17,4%,3/31/2020,https://www.geekwire.com/2020/spa-salon-software-startup-zenoti-makes-small-layoff-beauty-industry-faces-covid-19-upheaval/,91.00,Series C,3/31/2020 21:10,United States,Unknown,,,,,,,
DialSource,Sacramento,Marketing,5,14%,3/31/2020,Company executive,26.00,Series B,4/7/2020 17:25,United States,Unknown,,,,,,,
Thumbtack,SF Bay Area,Consumer,250,30%,3/30/2020,https://layoffs.fyi/2020/04/06/thumbtack-laid-off-250-employees/,423.00,Series F,3/30/2020 21:20,United States,Unknown,,,,,,,
RigUp,Austin,Energy,120,25%,3/30/2020,https://www.americaninno.com/austin/inno-news/austin-tech-unicorn-rigup-sheds-100-plus-jobs/,423.00,Series D,3/31/2020 21:00,United States,Unknown,,,,,,,
FabHotels,New Delhi,Travel,80,20%,3/30/2020,https://entrackr.com/2020/04/exclusive-fabhotels-lays-off-80-employees-slashes-salary/,48.00,Series B,4/10/2020 5:04,India,Unknown,,,,,,,
Hibob,Tel Aviv,HR,70,30%,3/30/2020,https://www.teamblind.com/post/Hibob-layoffs---70-ppl-org-wide-5BmyRsoZ,45.00,Series A,3/31/2020 3:54,Israel,Unknown,,,,,,,
PeerStreet,Los Angeles,Finance,51,30%,3/30/2020,https://layoffs.fyi/2020/03/31/breaking-la-based-peerstreet-lays-off-50-employees/,110.00,Series C,3/31/2020 21:41,United States,Unknown,,,,,,,
Maven,Seattle,Media,31,9%,3/30/2020,https://www.businesswire.com/news/home/20200330005734/en/Maven-Announces-Broad-Cost-Containment-Initiative-Including-9,77.00,IPO,4/8/2020 4:50,United States,Unknown,,,,,,,
Blume Global,SF Bay Area,Logistics,30,10%,3/30/2020,LinkedIn,,Unknown,4/1/2020 5:29,United States,Unknown,,,,,,,
Loftsmart,New York City,Real Estate,25,75%,3/30/2020,https://www.linkedin.com/posts/swbernstein_founder-operator-and-investor-friends-activity-6647864445718585344-4i-K,18.00,Series A,4/6/2020 14:35,United States,Unknown,,,,,,,
Iris Nova,New York City,Food,9,50%,3/30/2020,https://www.businessinsider.com/coca-cola-backed-startup-iris-nova-layoffs-due-to-coronavirus-2020-3,15.00,Seed,4/1/2020 0:45,United States,Unknown,,,,,,,
ZipRecruiter,Los Angeles,Recruiting,400,39%,3/29/2020,https://www.wsj.com/articles/ziprecruiter-downsizes-as-employers-scale-back-hiring-11585498957,219.00,Series B,3/29/2020 22:32,United States,Unknown,,,,,,,
Amplero,Seattle,Marketing,17,100%,3/29/2020,https://www.geekwire.com/2020/canary-coal-mine-seattle-marketing-tech-startup-amplero-shuts-lays-off-17-employees/,25.00,Series B,4/1/2020 0:44,United States,Unknown,,,,,,,
TravelTriangle,Gurugram,Travel,250,50%,3/28/2020,https://entrackr.com/2020/03/exclusive-traveltriangle-lays-off-250-employees-covid-crisis/,47.00,Series D,4/1/2020 0:58,India,Unknown,,,,,,,
OneWeb,London,Aerospace,451,85%,3/27/2020,https://spacenews.com/oneweb-files-for-chapter-11-bankruptcy/,3000.00,Unknown,3/28/2020 20:52,United Kingdom,Unknown,,,,,,,
Bird,Los Angeles,Transportation,406,30%,3/27/2020,https://layoffs.fyi/2020/03/30/bird-lays-off-over-400-employees,623.00,Series D,3/28/2020 20:52,United States,Unknown,,,,,,,
HOOQ,Singapore,Consumer,250,100%,3/27/2020,https://techcrunch.com/2020/03/27/streaming-service-hooq-files-for-liquidation/,95.00,Unknown,4/18/2020 13:33,Singapore,Unknown,,,,,,,
Blueground,New York City,Real Estate,130,25%,3/27/2020,https://layoffs.fyi/2020/04/08/blueground-laid-off-130-employees/,77.00,Series B,3/30/2020 14:19,United States,Unknown,,,,,,,
Knotel,New York City,Real Estate,127,30%,3/27/2020,https://commercialobserver.com/2020/03/knotel-cuts-half-of-its-staff-amid-coronavirus-pandemic/,560.00,Series C,3/28/2020 20:52,United States,Unknown,,,,,,,
Getaround,SF Bay Area,Transportation,100,25%,3/27/2020,https://www.bizjournals.com/sanfrancisco/news/2020/03/27/getaround-issues-another-layoff-round-as-it-seeks.html,403.00,Series D,3/29/2020 22:30,United States,Unknown,,,,,,,
Zipcar,Boston,Transportation,100,20%,3/27/2020,https://layoffs.fyi/2020/04/03/zipcar-laid-off-20-of-staff-amid-widescale-travel-disruption,107.00,Acquired,3/28/2020 20:52,United States,Unknown,,,,,,,
Mogo,Vancouver,Finance,78,30%,3/27/2020,https://betakit.com/mogo-lays-off-30-percent-of-staff-makes-company-wide-cuts-citing-covid-19-uncertainty/,201.00,IPO,4/3/2020 14:40,Canada,Unknown,,,,,,,
Bench,Vancouver,Finance,47,10%,3/27/2020,https://betakit.com/bench-re-hires-workers-as-sales-rebound-following-shift-to-helping-us-businesses-with-covid-relief/,49.00,Series B,6/23/2020 1:22,Canada,Unknown,,,,,,,
Bevi,Boston,Food,30,20%,3/27/2020,https://www.americaninno.com/boston/inno-news-boston/boston-hospitality-startups-downsize-as-the-coronavirus-disruption-continues/,60.00,Series C,3/28/2020 20:52,United States,Unknown,,,,,,,
Textio,Seattle,Recruiting,30,20%,3/27/2020,https://www.geekwire.com/2020/textio-lays-off-30-amid-covid-19-seattle-startup-hopes-ai-writing-tech-will-aid-job-seekers/,41.00,Unknown,3/28/2020 20:52,United States,Unknown,,,,,,,
B8ta,SF Bay Area,Retail,250,50%,3/26/2020,https://www.retaildive.com/news/b8ta-announces-corporate-layoffs-and-store-associate-furloughs/574955/,88.00,Series C,3/29/2020 22:31,United States,Unknown,,,,,,,
Puppet,Portland,Infrastructure,50,10%,3/26/2020,https://www.oregonlive.com/silicon-forest/2020/03/portland-marketing-technology-startup-opal-lays-off-20-amid-coronavirus-outbreak.html,149.00,Series F,3/28/2020 20:52,United States,Unknown,,,,,,,
Ecobee,Toronto,Energy,47,10%,3/26/2020,https://layoffs.fyi/2020/04/10/ecobee-laid-off-47-employees/,149.00,Series C,3/28/2020 20:52,Canada,Unknown,,,,,,,
Peerspace,SF Bay Area,Real Estate,41,75%,3/26/2020,https://www.peerspace.com/blog/ceo-letter-to-the-peerspace-community/,34.00,Series B,3/31/2020 13:33,United States,Unknown,,,,,,,
GoSpotCheck,Denver,Retail,23,20%,3/26/2020,https://businessden.com/2020/03/26/software-firm-gospotcheck-cuts-23-employees-in-bid-to-extend-runway/,47.00,Series B,3/28/2020 20:52,United States,Unknown,,,,,,,
Consider.co,SF Bay Area,Other,13,100%,3/26/2020,https://www.consider.co/,5.00,Seed,3/28/2020 20:52,United States,Unknown,,,,,,,
TripActions,SF Bay Area,Travel,300,25%,3/25/2020,https://layoffs.fyi/2020/03/31/tripactions-laid-off-300-employees-via-a-group-zoom-call/,981.00,Series D,3/28/2020 20:52,United States,Unknown,,,,,,,
Rangle,Toronto,Product,78,30%,3/25/2020,https://betakit.com/rangle-temporarily-lays-off-78-employees-as-financial-pressures-from-pandemic-hit-cdntech/,,Unknown,3/28/2020 20:52,Canada,Unknown,,,,,,,
O'Reilly Media,SF Bay Area,Media,75,15%,3/25/2020,https://www.businessinsider.com/oreilly-media-layoffs-events-business-2020-3,,Unknown,3/30/2020 14:03,United States,Unknown,,,,,,,
WanderJaunt,SF Bay Area,Travel,56,23%,3/25/2020,https://www.nytimes.com/2020/04/01/technology/virus-start-ups-pummeled-layoffs-unwinding.html,26.00,Series B,4/1/2020 21:08,United States,Unknown,,,,,,,
OutboundEngine,Austin,Marketing,52,28%,3/25/2020,https://www.bizjournals.com/austin/news/2020/03/25/outbound-engine-lays-off-dozens-amid-coronavirus.html,48.00,Series C,3/28/2020 20:52,United States,Unknown,,,,,,,
Wonderschool,SF Bay Area,Education,50,75%,3/25/2020,https://layoffs.fyi/2020/03/26/wonderschool-lays-off-75-of-employees/,24.00,Series A,3/28/2020 20:52,United States,Unknown,,,,,,,
Overtime,New York City,Media,30,23%,3/25/2020,https://frntofficesport.com/overtime-coronavirus-job-cuts/,35.00,Series B,4/2/2020 22:27,United States,Unknown,,,,,,,
Jama,Portland,Product,12,5%,3/25/2020,https://www.oregonlive.com/silicon-forest/2020/03/jama-software-will-lay-off-a-dozen-but-says-business-is-solid-during-coronavirus-outbreak.html,233.00,Unknown,3/28/2020 20:52,United States,Unknown,,,,,,,
Sonder,SF Bay Area,Travel,400,33%,3/24/2020,https://layoffs.fyi/2020/03/27/sonder-lays-off-400-employees-bookings-down-20/,359.00,Series D,3/28/2020 20:52,United States,Unknown,,,,,,,
Foodsby,Minneapolis,Food,87,67%,3/24/2020,https://www.americaninno.com/minne/inno-news-minne/layoffs-at-foodsby-after-drop-in-business-from-coronavirus/,20.00,Series B,3/28/2020 20:52,United States,Unknown,,,,,,,
Zeus Living,SF Bay Area,Real Estate,80,30%,3/24/2020,https://layoffs.fyi/2020/03/30/zeus-living-laid-off-80-employees,79.00,Series B,3/28/2020 20:52,United States,Unknown,,,,,,,
Compass,New York City,Real Estate,375,15%,3/23/2020,https://layoffs.fyi/2020/04/14/compass-laid-off-375-employees-showings-have-dropped-by-60/,1600.00,Series G,3/28/2020 20:52,United States,Unknown,,,,,,,
Convene,New York City,Real Estate,150,18%,3/23/2020,https://layoffs.fyi/2020/04/08/convene-laid-off-150-employees/,280.00,Series D,3/28/2020 20:52,United States,Unknown,,,,,,,
Leafly,Seattle,Retail,91,50%,3/23/2020,https://www.geekwire.com/2020/leafly-lays-off-additional-91-employees-eliminating-50-percent-staff-2020/,2.00,Acquired,3/28/2020 20:52,United States,Unknown,,,,,,,
The Guild,Austin,Travel,38,22%,3/23/2020,https://www.americaninno.com/austin/inno-news/report-austin-startup-the-guild-lays-off-38-people/,36.00,Series B,3/28/2020 20:52,United States,Unknown,,,,,,,
GrayMeta,Los Angeles,Data,20,40%,3/23/2020,LinkedIn,7.00,Unknown,4/1/2020 5:31,United States,Unknown,,,,,,,
Triplebyte,SF Bay Area,Recruiting,15,17%,3/23/2020,https://layoffs.fyi/2020/03/26/triplebyte-lays-off-15-talent-managers-and-technical-writers/,48.00,Series B,3/28/2020 20:52,United States,Unknown,,,,,,,
Ladder Life,SF Bay Area,Finance,13,25%,3/23/2020,LinkedIn,94.00,Series C,4/7/2020 13:49,United States,Unknown,,,,,,,
Flywheel Sports,New York City,Fitness,784,98%,3/20/2020,https://stayfit305.com/solidcore-and-flywheel-announce-layoffs-as-a-result-of-covid-19/,120.00,Acquired,4/9/2020 21:45,United States,Unknown,,,,,,,
CTO.ai,Vancouver,Infrastructure,30,50%,3/20/2020,LinkedIn,7.00,Seed,4/2/2020 4:13,Canada,Unknown,,,,,,,
Ejento,SF Bay Area,Recruiting,84,100%,3/19/2020,https://layoffs.fyi/list/ejento/,,Unknown,3/28/2020 20:52,United States,Unknown,,,,,,,
Remote Year,Chicago,Travel,50,50%,3/19/2020,https://techcrunch.com/2020/03/19/remote-year-which-helps-you-work-while-traveling-the-world-lays-off-50-of-staff/,17.00,Series B,3/28/2020 20:52,United States,Unknown,,,,,,,
Flytedesk,Boulder,Marketing,4,20%,3/18/2020,https://businessden.com/2020/03/18/boulder-advertising-startup-flytedesk-lays-off-staff-amid-coronavirus/,4.00,Seed,4/1/2020 0:56,United States,Unknown,,,,,,,
Inspirato,Denver,Travel,130,22%,3/16/2020,https://businessden.com/2020/03/16/inspirato-cuts-20-of-workforce/,79.00,Series C,3/31/2020 14:45,United States,Unknown,,,,,,,
